# file...... output/1c_IEEE_123_feeder_0_swing_node.csv
# date...... Sun Jul 06 16:54:21 2025
# user...... bulld
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 01:45:00 PST,+142382+0j,+2.76179e+06+909545j
2013-08-28 01:46:00 PST,+142379+0j,+2.75956e+06+908890j
2013-08-28 01:47:00 PST,+142379+0j,+2.75674e+06+908002j
2013-08-28 01:48:00 PST,+142379+0j,+2.75362e+06+906954j
2013-08-28 01:49:00 PST,+142379+0j,+2.75082e+06+906055j
2013-08-28 01:50:00 PST,+142379+0j,+2.7483e+06+905324j
2013-08-28 01:51:00 PST,+142386+0j,+2.74901e+06+905576j
2013-08-28 01:52:00 PST,+142386+0j,+2.75082e+06+906083j
2013-08-28 01:53:00 PST,+142386+0j,+2.75292e+06+906744j
2013-08-28 01:54:00 PST,+142386+0j,+2.75533e+06+907567j
2013-08-28 01:55:00 PST,+142386+0j,+2.75742e+06+908242j
2013-08-28 01:56:00 PST,+142384+0j,+2.75666e+06+907930j
2013-08-28 01:57:00 PST,+142384+0j,+2.75504e+06+907405j
2013-08-28 01:58:00 PST,+142384+0j,+2.75371e+06+907049j
2013-08-28 01:59:00 PST,+142384+0j,+2.75207e+06+906536j
2013-08-28 02:00:00 PST,+142384+0j,+2.75014e+06+905864j
2013-08-28 02:01:00 PST,+142380+0j,+2.75182e+06+906380j
2013-08-28 02:02:00 PST,+142380+0j,+2.75559e+06+907633j
2013-08-28 02:03:00 PST,+142380+0j,+2.75903e+06+908739j
2013-08-28 02:04:00 PST,+142380+0j,+2.76219e+06+909672j
2013-08-28 02:05:00 PST,+142380+0j,+2.76565e+06+910765j
2013-08-28 02:06:00 PST,+142373+0j,+2.76286e+06+909928j
2013-08-28 02:07:00 PST,+142373+0j,+2.75641e+06+907883j
2013-08-28 02:08:00 PST,+142373+0j,+2.75117e+06+906336j
2013-08-28 02:09:00 PST,+142373+0j,+2.74473e+06+904280j
2013-08-28 02:10:00 PST,+142373+0j,+2.73706e+06+901754j
2013-08-28 02:11:00 PST,+142385+0j,+2.73784e+06+902037j
2013-08-28 02:12:00 PST,+142385+0j,+2.74215e+06+903336j
2013-08-28 02:13:00 PST,+142385+0j,+2.74675e+06+904791j
2013-08-28 02:14:00 PST,+142385+0j,+2.75166e+06+906400j
2013-08-28 02:15:00 PST,+142385+0j,+2.75625e+06+907870j
2013-08-28 02:16:00 PST,+142343+0j,+2.7553e+06+907404j
2013-08-28 02:17:00 PST,+142343+0j,+2.75259e+06+906536j
2013-08-28 02:18:00 PST,+142343+0j,+2.75169e+06+906483j
2013-08-28 02:19:00 PST,+142343+0j,+2.74897e+06+905626j
2013-08-28 02:20:00 PST,+142343+0j,+2.74444e+06+903968j
2013-08-28 02:21:00 PST,+142344+0j,+2.74469e+06+904039j
2013-08-28 02:22:00 PST,+142344+0j,+2.74706e+06+904851j
2013-08-28 02:23:00 PST,+142344+0j,+2.74912e+06+905516j
2013-08-28 02:24:00 PST,+142344+0j,+2.75241e+06+906663j
2013-08-28 02:25:00 PST,+142344+0j,+2.7545e+06+907319j
2013-08-28 02:26:00 PST,+142341+0j,+2.75174e+06+906330j
2013-08-28 02:27:00 PST,+142341+0j,+2.74784e+06+905096j
2013-08-28 02:28:00 PST,+142341+0j,+2.74515e+06+904354j
2013-08-28 02:29:00 PST,+142341+0j,+2.74125e+06+903110j
2013-08-28 02:30:00 PST,+142341+0j,+2.73615e+06+901391j
2013-08-28 02:31:00 PST,+142370+0j,+2.7376e+06+901931j
2013-08-28 02:32:00 PST,+142370+0j,+2.74185e+06+903206j
2013-08-28 02:33:00 PST,+142370+0j,+2.74639e+06+904641j
2013-08-28 02:34:00 PST,+142370+0j,+2.75123e+06+906231j
2013-08-28 02:35:00 PST,+142370+0j,+2.75576e+06+907680j
2013-08-28 02:36:00 PST,+142363+0j,+2.75586e+06+907627j
2013-08-28 02:37:00 PST,+142363+0j,+2.7533e+06+906806j
2013-08-28 02:38:00 PST,+142363+0j,+2.75102e+06+906151j
2013-08-28 02:39:00 PST,+142363+0j,+2.74845e+06+905340j
2013-08-28 02:40:00 PST,+142363+0j,+2.74558e+06+904372j
2013-08-28 02:41:00 PST,+142366+0j,+2.74443e+06+904007j
2013-08-28 02:42:00 PST,+142366+0j,+2.74462e+06+904130j
2013-08-28 02:43:00 PST,+142366+0j,+2.74451e+06+904102j
2013-08-28 02:44:00 PST,+142366+0j,+2.7441e+06+903913j
2013-08-28 02:45:00 PST,+142366+0j,+2.744e+06+903872j
2013-08-28 02:46:00 PST,+142355+0j,+2.74212e+06+903313j
2013-08-28 02:47:00 PST,+142355+0j,+2.73849e+06+902168j
2013-08-28 02:48:00 PST,+142355+0j,+2.73456e+06+900870j
2013-08-28 02:49:00 PST,+142355+0j,+2.73095e+06+899714j
2013-08-28 02:50:00 PST,+142355+0j,+2.72761e+06+898720j
2013-08-28 02:51:00 PST,+142363+0j,+2.72601e+06+898241j
2013-08-28 02:52:00 PST,+142363+0j,+2.72573e+06+898094j
2013-08-28 02:53:00 PST,+142363+0j,+2.72574e+06+898091j
2013-08-28 02:54:00 PST,+142363+0j,+2.72604e+06+898242j
2013-08-28 02:55:00 PST,+142363+0j,+2.72604e+06+898250j
2013-08-28 02:56:00 PST,+142366+0j,+2.72824e+06+898894j
2013-08-28 02:57:00 PST,+142366+0j,+2.73301e+06+900398j
2013-08-28 02:58:00 PST,+142366+0j,+2.73807e+06+902054j
2013-08-28 02:59:00 PST,+142366+0j,+2.74282e+06+903573j
2013-08-28 03:00:00 PST,+142366+0j,+2.74729e+06+904922j
2013-08-28 03:01:00 PST,+142366+0j,+2.74779e+06+905069j
2013-08-28 03:02:00 PST,+142366+0j,+2.74428e+06+904018j
2013-08-28 03:03:00 PST,+142366+0j,+2.74046e+06+902814j
2013-08-28 03:04:00 PST,+142366+0j,+2.73635e+06+901459j
2013-08-28 03:05:00 PST,+142366+0j,+2.73255e+06+900245j
2013-08-28 03:06:00 PST,+142370+0j,+2.73266e+06+900351j
2013-08-28 03:07:00 PST,+142370+0j,+2.73621e+06+901488j
2013-08-28 03:08:00 PST,+142370+0j,+2.73948e+06+902458j
2013-08-28 03:09:00 PST,+142370+0j,+2.74305e+06+903582j
2013-08-28 03:10:00 PST,+142370+0j,+2.74691e+06+904861j
2013-08-28 03:11:00 PST,+142366+0j,+2.74818e+06+905266j
2013-08-28 03:12:00 PST,+142366+0j,+2.74671e+06+904738j
2013-08-28 03:13:00 PST,+142366+0j,+2.74554e+06+904359j
2013-08-28 03:14:00 PST,+142366+0j,+2.74467e+06+904143j
2013-08-28 03:15:00 PST,+142366+0j,+2.74349e+06+903777j
2013-08-28 03:16:00 PST,+142377+0j,+2.74326e+06+903670j
2013-08-28 03:17:00 PST,+142377+0j,+2.74447e+06+904045j
2013-08-28 03:18:00 PST,+142377+0j,+2.74597e+06+904579j
2013-08-28 03:19:00 PST,+142377+0j,+2.74716e+06+904967j
2013-08-28 03:20:00 PST,+142377+0j,+2.74806e+06+905189j
2013-08-28 03:21:00 PST,+142376+0j,+2.74926e+06+905558j
2013-08-28 03:22:00 PST,+142376+0j,+2.75076e+06+906095j
2013-08-28 03:23:00 PST,+142376+0j,+2.75195e+06+906484j
2013-08-28 03:24:00 PST,+142376+0j,+2.75286e+06+906707j
2013-08-28 03:25:00 PST,+142376+0j,+2.75407e+06+907082j
2013-08-28 03:26:00 PST,+142372+0j,+2.75297e+06+906789j
2013-08-28 03:27:00 PST,+142372+0j,+2.74824e+06+905291j
2013-08-28 03:28:00 PST,+142372+0j,+2.7432e+06+903642j
2013-08-28 03:29:00 PST,+142372+0j,+2.73848e+06+902134j
2013-08-28 03:30:00 PST,+142372+0j,+2.73404e+06+900792j
2013-08-28 03:31:00 PST,+142374+0j,+2.73227e+06+900244j
2013-08-28 03:32:00 PST,+142374+0j,+2.73438e+06+900852j
2013-08-28 03:33:00 PST,+142374+0j,+2.73677e+06+901605j
2013-08-28 03:34:00 PST,+142374+0j,+2.73947e+06+902514j
2013-08-28 03:35:00 PST,+142374+0j,+2.74185e+06+903280j
2013-08-28 03:36:00 PST,+142374+0j,+2.74158e+06+903132j
2013-08-28 03:37:00 PST,+142374+0j,+2.73805e+06+902003j
2013-08-28 03:38:00 PST,+142374+0j,+2.73481e+06+901040j
2013-08-28 03:39:00 PST,+142374+0j,+2.73126e+06+899922j
2013-08-28 03:40:00 PST,+142374+0j,+2.72743e+06+898656j
2013-08-28 03:41:00 PST,+142379+0j,+2.72627e+06+898291j
2013-08-28 03:42:00 PST,+142379+0j,+2.72894e+06+899195j
2013-08-28 03:43:00 PST,+142379+0j,+2.73132e+06+899958j
2013-08-28 03:44:00 PST,+142379+0j,+2.73342e+06+900560j
2013-08-28 03:45:00 PST,+142379+0j,+2.73581e+06+901311j
2013-08-28 03:46:00 PST,+142373+0j,+2.73885e+06+902318j
2013-08-28 03:47:00 PST,+142373+0j,+2.74241e+06+903457j
2013-08-28 03:48:00 PST,+142373+0j,+2.74569e+06+904430j
2013-08-28 03:49:00 PST,+142373+0j,+2.74926e+06+905558j
2013-08-28 03:50:00 PST,+142373+0j,+2.75314e+06+906843j
2013-08-28 03:51:00 PST,+142363+0j,+2.75486e+06+907374j
2013-08-28 03:52:00 PST,+142363+0j,+2.75349e+06+906877j
2013-08-28 03:53:00 PST,+142363+0j,+2.75242e+06+906530j
2013-08-28 03:54:00 PST,+142363+0j,+2.75165e+06+906349j
2013-08-28 03:55:00 PST,+142363+0j,+2.75057e+06+906014j
2013-08-28 03:56:00 PST,+142361+0j,+2.75173e+06+906484j
2013-08-28 03:57:00 PST,+142361+0j,+2.75371e+06+907105j
2013-08-28 03:58:00 PST,+142361+0j,+2.75446e+06+907235j
2013-08-28 03:59:00 PST,+142361+0j,+2.75641e+06+907865j
2013-08-28 04:00:00 PST,+142361+0j,+2.7596e+06+908979j
2013-08-28 04:01:00 PST,+142380+0j,+2.76126e+06+909544j
2013-08-28 04:02:00 PST,+142380+0j,+2.76009e+06+909064j
2013-08-28 04:03:00 PST,+142380+0j,+2.76014e+06+909087j
2013-08-28 04:04:00 PST,+142380+0j,+2.75989e+06+908945j
2013-08-28 04:05:00 PST,+142380+0j,+2.75996e+06+908957j
2013-08-28 04:06:00 PST,+142377+0j,+2.76027e+06+909111j
2013-08-28 04:07:00 PST,+142377+0j,+2.76033e+06+909139j
2013-08-28 04:08:00 PST,+142377+0j,+2.76162e+06+909653j
2013-08-28 04:09:00 PST,+142377+0j,+2.76169e+06+909670j
2013-08-28 04:10:00 PST,+142377+0j,+2.76053e+06+909198j
2013-08-28 04:11:00 PST,+142375+0j,+2.75982e+06+908974j
2013-08-28 04:12:00 PST,+142375+0j,+2.75863e+06+908704j
2013-08-28 04:13:00 PST,+142375+0j,+2.75623e+06+907933j
2013-08-28 04:14:00 PST,+142375+0j,+2.7526e+06+906680j
2013-08-28 04:15:00 PST,+142375+0j,+2.75019e+06+905919j
2013-08-28 04:16:00 PST,+142396+0j,+2.74749e+06+905051j
2013-08-28 04:17:00 PST,+142396+0j,+2.74398e+06+903928j
2013-08-28 04:18:00 PST,+142396+0j,+2.74075e+06+902971j
2013-08-28 04:19:00 PST,+142396+0j,+2.73722e+06+901859j
2013-08-28 04:20:00 PST,+142396+0j,+2.7334e+06+900595j
2013-08-28 04:21:00 PST,+142404+0j,+2.73321e+06+900547j
2013-08-28 04:22:00 PST,+142404+0j,+2.74155e+06+903243j
2013-08-28 04:23:00 PST,+142404+0j,+2.74958e+06+905805j
2013-08-28 04:24:00 PST,+142404+0j,+2.75734e+06+908189j
2013-08-28 04:25:00 PST,+142404+0j,+2.76537e+06+910738j
2013-08-28 04:26:00 PST,+142392+0j,+2.77094e+06+912531j
2013-08-28 04:27:00 PST,+142392+0j,+2.76907e+06+911946j
2013-08-28 04:28:00 PST,+142392+0j,+2.76845e+06+911852j
2013-08-28 04:29:00 PST,+142392+0j,+2.76659e+06+911255j
2013-08-28 04:30:00 PST,+142392+0j,+2.7635e+06+910172j
2013-08-28 04:31:00 PST,+142406+0j,+2.76271e+06+909961j
2013-08-28 04:32:00 PST,+142406+0j,+2.76401e+06+910309j
2013-08-28 04:33:00 PST,+142406+0j,+2.76563e+06+910815j
2013-08-28 04:34:00 PST,+142406+0j,+2.76755e+06+911487j
2013-08-28 04:35:00 PST,+142406+0j,+2.76915e+06+912006j
2013-08-28 04:36:00 PST,+142404+0j,+2.76953e+06+912055j
2013-08-28 04:37:00 PST,+142404+0j,+2.76725e+06+911322j
2013-08-28 04:38:00 PST,+142404+0j,+2.76527e+06+910762j
2013-08-28 04:39:00 PST,+142404+0j,+2.76298e+06+910041j
2013-08-28 04:40:00 PST,+142404+0j,+2.76039e+06+909158j
2013-08-28 04:41:00 PST,+142406+0j,+2.75778e+06+908321j
2013-08-28 04:42:00 PST,+142406+0j,+2.75417e+06+907245j
2013-08-28 04:43:00 PST,+142406+0j,+2.75027e+06+906010j
2013-08-28 04:44:00 PST,+142406+0j,+2.74606e+06+904621j
2013-08-28 04:45:00 PST,+142406+0j,+2.74217e+06+903376j
2013-08-28 04:46:00 PST,+142466+0j,+2.74159e+06+903397j
2013-08-28 04:47:00 PST,+142466+0j,+2.74774e+06+905361j
2013-08-28 04:48:00 PST,+142466+0j,+2.75362e+06+907151j
2013-08-28 04:49:00 PST,+142466+0j,+2.75978e+06+909102j
2013-08-28 04:50:00 PST,+142466+0j,+2.76625e+06+911212j
2013-08-28 04:51:00 PST,+142458+0j,+2.77189e+06+912994j
2013-08-28 04:52:00 PST,+142458+0j,+2.7758e+06+914164j
2013-08-28 04:53:00 PST,+142458+0j,+2.78002e+06+915500j
2013-08-28 04:54:00 PST,+142458+0j,+2.78455e+06+917003j
2013-08-28 04:55:00 PST,+142458+0j,+2.78876e+06+918353j
2013-08-28 04:56:00 PST,+142442+0j,+2.79134e+06+919066j
2013-08-28 04:57:00 PST,+142442+0j,+2.78968e+06+918526j
2013-08-28 04:58:00 PST,+142442+0j,+2.78832e+06+918165j
2013-08-28 04:59:00 PST,+142442+0j,+2.78664e+06+917638j
2013-08-28 05:00:00 PST,+142442+0j,+2.78465e+06+916938j
2013-08-28 05:01:00 PST,+142470+0j,+2.78293e+06+916450j
2013-08-28 05:02:00 PST,+142470+0j,+2.77831e+06+915049j
2013-08-28 05:03:00 PST,+142470+0j,+2.77339e+06+913487j
2013-08-28 05:04:00 PST,+142470+0j,+2.76815e+06+911766j
2013-08-28 05:05:00 PST,+142470+0j,+2.76324e+06+910195j
2013-08-28 05:06:00 PST,+142480+0j,+2.76029e+06+909351j
2013-08-28 05:07:00 PST,+142480+0j,+2.76554e+06+911031j
2013-08-28 05:08:00 PST,+142480+0j,+2.7705e+06+912532j
2013-08-28 05:09:00 PST,+142480+0j,+2.77576e+06+914199j
2013-08-28 05:10:00 PST,+142480+0j,+2.78134e+06+916029j
2013-08-28 05:11:00 PST,+142474+0j,+2.78556e+06+917373j
2013-08-28 05:12:00 PST,+142474+0j,+2.78367e+06+916701j
2013-08-28 05:13:00 PST,+142474+0j,+2.7821e+06+916190j
2013-08-28 05:14:00 PST,+142474+0j,+2.78083e+06+915857j
2013-08-28 05:15:00 PST,+142474+0j,+2.77924e+06+915359j
2013-08-28 05:16:00 PST,+142514+0j,+2.77829e+06+915081j
2013-08-28 05:17:00 PST,+142514+0j,+2.7791e+06+915330j
2013-08-28 05:18:00 PST,+142514+0j,+2.78021e+06+915749j
2013-08-28 05:19:00 PST,+142514+0j,+2.78101e+06+916011j
2013-08-28 05:20:00 PST,+142514+0j,+2.78149e+06+916098j
2013-08-28 05:21:00 PST,+142512+0j,+2.78257e+06+916427j
2013-08-28 05:22:00 PST,+142512+0j,+2.78648e+06+917735j
2013-08-28 05:23:00 PST,+142512+0j,+2.79006e+06+918888j
2013-08-28 05:24:00 PST,+142512+0j,+2.79334e+06+919855j
2013-08-28 05:25:00 PST,+142512+0j,+2.79693e+06+920993j
2013-08-28 05:26:00 PST,+142503+0j,+2.80056e+06+922194j
2013-08-28 05:27:00 PST,+142503+0j,+2.80262e+06+922860j
2013-08-28 05:28:00 PST,+142503+0j,+2.80436e+06+923340j
2013-08-28 05:29:00 PST,+142503+0j,+2.80643e+06+923993j
2013-08-28 05:30:00 PST,+142503+0j,+2.80882e+06+924824j
2013-08-28 05:31:00 PST,+142546+0j,+2.81166e+06+925842j
2013-08-28 05:32:00 PST,+142546+0j,+2.81398e+06+926498j
2013-08-28 05:33:00 PST,+142546+0j,+2.81664e+06+927339j
2013-08-28 05:34:00 PST,+142546+0j,+2.81963e+06+928361j
2013-08-28 05:35:00 PST,+142546+0j,+2.82227e+06+929217j
2013-08-28 05:36:00 PST,+142536+0j,+2.8237e+06+929573j
2013-08-28 05:37:00 PST,+142536+0j,+2.81542e+06+926916j
2013-08-28 05:38:00 PST,+142536+0j,+2.80744e+06+924459j
2013-08-28 05:39:00 PST,+142536+0j,+2.79914e+06+921815j
2013-08-28 05:40:00 PST,+142536+0j,+2.7905e+06+919011j
2013-08-28 05:41:00 PST,+142546+0j,+2.78304e+06+916646j
2013-08-28 05:42:00 PST,+142546+0j,+2.7877e+06+918199j
2013-08-28 05:43:00 PST,+142546+0j,+2.79203e+06+919592j
2013-08-28 05:44:00 PST,+142546+0j,+2.79606e+06+920798j
2013-08-28 05:45:00 PST,+142546+0j,+2.80041e+06+922178j
2013-08-28 05:46:00 PST,+142681+0j,+2.80725e+06+924715j
2013-08-28 05:47:00 PST,+142681+0j,+2.80883e+06+925230j
2013-08-28 05:48:00 PST,+142681+0j,+2.81009e+06+925558j
2013-08-28 05:49:00 PST,+142681+0j,+2.81169e+06+926059j
2013-08-28 05:50:00 PST,+142681+0j,+2.81199e+06+926061j
2013-08-28 05:51:00 PST,+142671+0j,+2.81347e+06+926516j
2013-08-28 05:52:00 PST,+142671+0j,+2.81903e+06+928379j
2013-08-28 05:53:00 PST,+142671+0j,+2.8233e+06+929739j
2013-08-28 05:54:00 PST,+142671+0j,+2.82791e+06+931277j
2013-08-28 05:55:00 PST,+142671+0j,+2.83217e+06+932650j
2013-08-28 05:56:00 PST,+142658+0j,+2.83587e+06+933717j
2013-08-28 05:57:00 PST,+142658+0j,+2.83916e+06+934762j
2013-08-28 05:58:00 PST,+142658+0j,+2.84279e+06+935994j
2013-08-28 05:59:00 PST,+142658+0j,+2.84606e+06+937054j
2013-08-28 06:00:00 PST,+142658+0j,+2.84901e+06+937910j
2013-08-28 06:01:00 PST,+142732+0j,+2.85359e+06+939543j
2013-08-28 06:02:00 PST,+142732+0j,+2.85901e+06+941337j
2013-08-28 06:03:00 PST,+142732+0j,+2.86408e+06+942975j
2013-08-28 06:04:00 PST,+142732+0j,+2.86881e+06+944397j
2013-08-28 06:05:00 PST,+142732+0j,+2.87389e+06+946020j
2013-08-28 06:06:00 PST,+142717+0j,+2.87908e+06+947727j
2013-08-28 06:07:00 PST,+142717+0j,+2.87966e+06+947926j
2013-08-28 06:08:00 PST,+142717+0j,+2.87982e+06+947891j
2013-08-28 06:09:00 PST,+142717+0j,+2.88034e+06+948049j
2013-08-28 06:10:00 PST,+142717+0j,+2.88122e+06+948414j
2013-08-28 06:11:00 PST,+142710+0j,+2.88159e+06+948527j
2013-08-28 06:12:00 PST,+142710+0j,+2.88471e+06+949439j
2013-08-28 06:13:00 PST,+142710+0j,+2.88828e+06+950580j
2013-08-28 06:14:00 PST,+142710+0j,+2.89222e+06+951924j
2013-08-28 06:15:00 PST,+142710+0j,+2.89578e+06+953080j
2013-08-28 06:16:00 PST,+142780+0j,+2.90025e+06+954568j
2013-08-28 06:17:00 PST,+142780+0j,+2.90196e+06+955112j
2013-08-28 06:18:00 PST,+142780+0j,+2.90396e+06+955838j
2013-08-28 06:19:00 PST,+142780+0j,+2.90557e+06+956368j
2013-08-28 06:20:00 PST,+142780+0j,+2.90682e+06+956677j
2013-08-28 06:21:00 PST,+142771+0j,+2.90828e+06+957117j
